Text,Title
 نایب رییس کمیسیون آموزش و تحقیقات، راه اندازی بنیاد ملی نخبگان را فقط یکی از ایده های وزیر پیشنهادی عطف عنوان کرد و وی را از چهره‌های دانشمند ایران و جهان…  ,education
 مهلت مجدد برای انتخاب رشته آزمون دکتری تخصصی و پژوهشی (Ph.D) رشته‌های علوم پایه پزشکی، بهداشت و تخصصی سال ۱۴۰۰ آغاز شد.  ,education
 نایب رییس کمیسیون برنامه و بودجه مجلس شورای اسلامی چاپ بیش از ۱۰۰ مقاله، روحیه جهادی، امانتداری و صداقت را از جمله شاخص‌های وزیر پیشنهادی علوم، تحقیقات و فناوری…  ,education
 عضو فقهای شورای نگهبان و مدیر حوزه های علمیه سراسر کشور گفت: با وزیر پیشنهادی آموزش و پرورش، خانواده فرهنگیان احساس خواهند کرد یک تیم جامع و آشنا به مسائل پپگیر…  ,education
 کمیسیون آموزش، تحقیقات و فناوری مجلس شورای اسلامی با برنامه‌های ارایه شده محمدعلی زلفی گل وزیر پیشنهادی وزارت علوم، تحقیقات و فناوری موافقت کرد.  ,education
 سرپرست واحد فراهم آوری و پیوند اعضای دانشگاه علوم پزشکی ایران گفت: برای نخستین بار در کشور کلیه و کبد یک بیمار با پارگی شریان آئورت با موفقیت اهدا شد.  ,education
    مجلستهران-ایرنا- عضو کمیسیون فرهنگی مجلس شورای اسلامی گفت: وزیر پیشنهادی علوم درباره کنکور که معضل بزرگی است و سایر موضوعات کلیدی آموزش عالی برنامه ندارد.  ,education
 معاونت علمی و فناوری ریاست جمهوری، از توسعه فعالیت متخصصان ایرانی خارج از کشور با فعالیت ۱۳۵ پایگاه تخصصی همکار با هدف رفع نیازهای داخلی خبر داد.  ,education
 وزارت علوم، تحقیقات و فناوری به زودی وزیری تازه به خود خواهد دید؛ وزارتخانه‌ای که جامعه دانشگاهی خواستار انتخاب فردی اصلح، شایسته و کاردان برای صدارت آن است…  ,education
 عضو فرهنگستان زبان و ادب فارسی نوشت: حکیمی را بی‌گمان باید از مشعل‌داران و منادیان دعوت به انقلاب اسلامی امام خمینی (ره) دانست.  ,education
 محققان دانشگاه توکیو موفق به ساخت پوشکی شدند که از طریق نمونه ادرار، قند خون را به طور مستمر کنترل می‌کند.  ,education
 رییس پژوهشگاه علوم و فناوری اطلاعات ایران (ایرانداک) از ثبت تعداد ۱۵ هزار و ۵۶۵ پایان نامه و رساله تقاضامحور در بهار ۱۴۰۰ در این پژوهشگاه خبر داد.  ,education
 رییس مرکز گردشگری علمی و فرهنگی دانشجویان ایران گفت: (سیدعزت‌الله) ضرغامی با جوان‌گرایی و نخبه‌گرایی و استفاده از مشاوران، متخصصان و همکاری سازمان‌های مردم‌نهاد،…  ,education
 مدیرکل امور شاهد و ایثارگر وزارت بهداشت، درمان و آموزش پزشکی، اول تا دهم شهریور را زمان ثبت نام نقل و انتقال دانشجویان شاهد و ایثارگر دانشگاه های علوم پزشکی…  ,education
 مطالعات جدید نشان می‌دهد ارتباط شگفت‌انگیزی بین ماده خاکستری مغز و رژیم غذایی وجود دارد؛ ‌به تعبیر دیگر برخی غذاها، غذای مغز هستند و سلامت این عضو حیاتی بدن…  ,education
" عضو هیات علمی دانشگاه ارومیه گفت: ""محمد زلفی‌گل"" وزیر پیشنهادی علوم، تحقیقات و فناوری دولت سیزدهم، فردی تعامل‌گراست که می تواند تحول اساسی در این وزارتخانه…  ",education
 عضو کمیسیون صنایع و معادن مجلس شورای اسلامی، وزیر پیشنهادی رییس جمهور برای وزارتخانه علوم، تحقیقات و فناوری به منظور توجه به جامعه نخبگان و نخبه پروری در دانشگاه…  ,education
 محققان می گویند آنچه می‌خورید به معنای واقعی روی صورت شما نمایان می‌شود. برخی غذاهای محبوب و خوشمزه با تغییر التهاب و میکروبیوم روده، عامل پیری چهره هستند.…  ,education
 فرمانده ستاد عملیات مدیریت بیماری کرونا در کلان شهر تهران از بانک ها دعوت کرد تا در تولید واکسن داخلی کرونا و واردات آن سرمایه‌گذاری کنند.  ,education
    سنجش و آزمونتهران-ایرنا- نتیجه آزمون استخدامی خاص فرزندان شهدا و جانبازان ۷۰ درصد و بالاتر در درگاه الکترونیکی سازمان سنجش آموزش کشور منتشر شد.  ,education
 نایب رییس دوم کمیسیون فرهنگی مجلس شورای اسلامی گفت: با توجه به توانایی، سوابق و تجربه محمدعلی زلفی‌گل او گزینه مناسبی برای تصدی وزارت علوم، تحقیقات و فناوری…  ,education
    آموزش و پرورشتهران-ایرنا- عضو کمیسیون صنایع و معادن مجلس شورای اسلامی معتقد است اگرچه :وزیر پیشنهادی رییس جمهوری برای تصدی وزارت آموزش و پرورش از بدنه این وزارتخانه نیست اما جوانی جسور…  ,education
 رییس صندوق حمایت از پژوهشگران و فناوران معاونت علمی و فناوری ریاست جمهوری با بیان اینکه سیاست گسترش ارتباطات با کشورهای دارای فضای علمی ، فناوری و نوآوری رو…  ,education
 مدیرکل منابع انسانی و پشتیبانی وزارت علوم، تحقیقات و فناوری گفت: براساس بخشنامه‬ سازمان برنامه و بودجه ، کارکنان شرکتی دانشگاه‌ها، موسسات آموزش عالی، پژوهشی…  ,education
 ۲ نشریه علمی دانشجویی شامل بیست و ششمین شماره نشریه علمی دانشجویی «ندا» و نشریه علمی دانشجویی «مراقبت» امروز دوشنبه منتشر شد.  ,education
 رییس مرکز تحقیقات بیماری متابولیک دانشگاه علوم پزشکی شهید بهشتی گفت: سالانه بیش از ۲ در هزار نفر از ساکنان ۳۰ سال به بالای تهران دچار مرگ ناگهانی قلبی می‌شوند.…  ,education
 ایران دستاوردهای بزرگی در زمینه حفظ باروری دارد و برگزاری کنگره‌هایی در این زمینه و همچنین در حوزه تولیدمثل، سبب ارتباط بیشتر ایران و کشورهای دیگر، شکل‌گیری…  ,education
 سخنگوی کمیسیون آموزش مجلس شورای اسلامی گفت: زلفی گل نگاه تحولی به سیستم آموزش عالی کشور دارد و نظام آموزش عالی باید در زمینه نیروهای موجود، بخشنامه‌ها و آیین‌نامه‌های…  ,education
    آموزش و پرورشتهران-ایرنا- وزیر پیشنهادی آموزش و پرورش ظهر امروز در میان نیروهای نهضت سوادآموزی و معلمان قرآن جامانده و پذیرفته نشده در آزمون استخدامی، مقابل مجلس شورای اسلامی حضور یافت.  ,education
 روابط عمومی دانشگاه شیراز اعلام کرد:‌ در جدیدترین نتایج رتبه‌بندی دانشگاه‌های جهان که از سوی نظام رتبه‌بندی دانشگاه شانگهای انجام می‌شود، ۱۱ دانشگاه از ایران…  ,education
 کتاب «منظر شهری تاریخی: ریکرود کل‌نگر در حفاظت و توسعه یکپارچه شهری» توسط انتشارات سازمان جهاد دانشگاهی تهران چاپ و منتشر شد.  ,education
 رییس سازمان آموزش‌وپرورش استثنایی از واکسیناسیون ۸۵ درصد پرسنل آموزش‌وپرورش استثنایی علیه بیماری کرونا تا پایان مرداد خبر داد.  ,education
 استاد تمام دانشگاه شیراز ابراز امیدواری کرد که زلفی گل به عنوان وزیر علوم، تحقیقات و فناوری برای ایجاد تحول در دانشگاه‌ها انتخاب شود.  ,education
 دانشکده مهندسی عمران دانشگاه تهران به منظوراستفاده بهینه گودبرداری و تامین ایمنی درحین انجام عملیات اجرایی وبیناری تخصصی با موضوع گودبرداری و اجرای سازه به…  ,education
 رییس نهاد نمایندگی مقام معظم رهبری در دانشگاه ها، در پیامی درگذشت علامه محمدرضا حکیمی (فقیه و مجتهد شیعه، فیلسوف، متفکر و نویسنده ایرانی) را تسلیت گفت.  ,education
    فارسشیراز-ایرنا-استاد دانشگاه شیراز گفت: محمدعلی زلفی گل از چهره‌های شاخص علم و فناوری است که در حوزه پژوهش و فناوری کارهای قابل توجهی انجام داده و شایسته به دست گرفتن سکان هدایت…  ,education
 پنجاه و پنجمین فراخوان صندوق نوآوری و شکوفایی برای «افزایش بهره‌وری نانوفیلترکامپوزیتی به منظور شیرین‌سازی گاز ترش» برای رفع نیاز یک شرکت دانش بنیان منتشر شد.  ,education
 جزییات برنامه زمان‌بندی انتخاب واحد و حذف و اضافه دانشجویان دانشگاه آزاد اسلامی در نیمسال اول سال تحصیلی ۱۴۰۱-۱۴۰۰ اعلام شد.  ,education
 فرصت مجدد انتخاب رشته برای داوطلبان مجاز آزمون دکتری تخصصی و پژوهشی (Ph.D) رشته‌های علوم پایه پزشکی، بهداشت و تخصصی سال ۱۴۰۰ فراهم شد.  ,education
 رییس دانشگاه علوم پزشکی ایران با گرامی داشت یاد و خاطره پزشکان شهید مدافع سلامت، گفت: در ماه های پیش رو ، با استقرار دولت جدید و همچنین آغاز به کار منتخبان انتخابات…  ,education
 شورای عالی ارزشیابی هنرمندان، نویسندگان و شاعران کشور مدرک درجه یک هنری در رشته موسیقی و نوازندگی ساز دف را به عماد توحیدی اعطا کرد.  ,education
 رییس جهاد دانشگاهی در پیامی ضمن تبریک روز پزشک گفت: امروز شبکه گسترده مراکز ارایه خدمات تشخیصی، درمانی و مشاوره‌ای حوزه پزشکی این نهاد در سراسر کشور با ۲ میلیون…  ,education
 کنفرانس فیزیک ایران ۱۴۰۰ روز دوشنبه با حضور افزون بر با شرکت حدود ۳۷۰ تن از استادان، کارشناسان و دانشجویان این رشته به شکل مجازی در دانشگاه صنعتی اصفهان…  ,education
 یک شرکت دانش بنیان موفق به تولید دستگاه تصویربرداری به شیوه میکروسی‌تی برای مشاهده ساختار داخلی ریزذره ها شد.  ,education
 دبیر شورای عالی انقلاب فرهنگی در پیامی درگذشت استاد محمدرضا حکیمی را تسلیت گفت.  ,education
 سخنگوی سازمان سنجش آموزش کشور از تمدید مهلت ثبت نام در دوره های کاردانی ناپیوسته و کارشناسی ناپیوسته دانشگاه علمی کاربردی خبر داد.  ,education
 جزبیات انتخاب رشته، پذیرش در دانشگاه های خاص و استعدادهای درخشان، ظرفیت پذیرش و شهریه رشته های کارشناسی ارشد علوم پزشکی اعلام شد.  ,education
 رییس دانشگاه علوم پزشکی شهید بهشتی به مناسبت روزپزشک نوشت:پزشکان این سپیدپوشان متعهد،با مسئولیت‌پذیری،نوع دوستی و فداکاری هرچه درتوان داشتند برای مبارزه با کرونا…  ,education
 معاونت پرورشی و فرهنگی آموزش و پرورش اعلام کرد؛‌ فعالیت های پرورشی و فرهنگی با آغاز سال تحصیلی جدید به صورت غیر حضوری دنبال می شود و در صورت بازگشایی مدارس و…  ,education
 معاون علمی و فناوری رییس جمهوری گفت: خوشبختانه با پیگیری‌های بسیار خوب انجام شده یکی از موفق‌ترین پارک‌های علم و فناوری کشور در استان سیستان و بلوچستان وجود…  ,education
 عضو فرهنگستان علوم پزشکی و دبیر کمیسیون سلامت و پزشکی دبیرخانه شورای عالی انقلاب فرهنگی گفت: امروز پزشکان دوباره ثابت کردند در این دوران سخت، با تمام مشکلات…  ,education
 رییس گروه پیش‌دبستانی سازمان پژوهش و برنامه‌ریزی آموزشی مأموریت‌ها، رویکرد و فعالیت‌ها و تعامل با سازمان تعلیم و تربیت کودک را تشریح کرد.  ,education
 رئیس دانشگاه علوم پزشکی همدان با گرامیداشت روز پزشک گفت که پزشکان ضامن سلامت جامعه و تامین کنندگان امنیت روحی بیماران هستند.  ,education
 رییس سازمان آموزش‌وپرورش استثنایی گفت: یکی از مستمرترین، فراگیرترین و مؤثرترین برنامه‌های آموزش‌وپرورش، برنامه سنجش آمادگی تحصیلی و جسمانی نوآموزان بدو ورود…  ,education
 اول شهریور در تقویم رسمی ایران روز «ابن‌ سینا»ست. بزرگداشت مردی که آوازه خردمندیش از هزار سال پیش تاکنون، در گوش فلک پیچیده و هر گاه که جهل و خرافه سر بر می‌آورد؛…  ,education
 آندومتریوز به رشد بافت رحم در جایی خارج از رحم گفته می‌شود. گرچه این عارضه شایع است؛ ولی هیچ درمان قطعی برای آن وجود ندارد و با راهکارهای مختلفی تنها می‌توان…  ,education
 سلامت دهان و دندان ملزم به رعایت چند نکته است؛ مراجعه منظم به دندانپزشک، رژیم غذایی حاوی مواد مورد نیاز دندان و استفاده منظم از مسواک و نخ دندان از جمله این…  ,education
 رییس مرکز تحقیقات ویروس‌شناسی دانشگاه علوم پزشکی شهیدبهشتی گفت: برخی نگرانی‌ها برای تزریق واکسن کرونا برای مادران در زمان شیردهی وجود دارد اما باید گفت که…  ,education
    فارسشیراز-ایرنا- استاد تمام دانشگاه علوم پزشکی شیراز، با اعتقاد به اینکه کشورهایی که در انزوا به سر می برند پیشرفت نخواهند کرد، گفت: ارتباطات علمی از عوامل مؤثر بر تولید و توسعه…  ,education
 زلزله ای به بزرگی ۴.۱ دهم در مقیاس امواج درونی زمین (ریشتر) ساعت ۲ و ۵۷ دقیقه و ۵۰ ثانیه بامداد امروز (دوشنبه) حاجی آباد در استان هرمزگان را لرزاند.  ,education
 زلزله ای به بزرگی ۴.۲ دهم در مقیاس امواج درونی زمین (ریشتر) ساعت ۱ و ۴۲ دقیقه و ۸ ثانیه بامداد امروز (دوشنبه) بهاباد در استان یزد را لرزاند.  ,education
 معاون پژوهش و فناوری جهاددانشگاهی از تاسیس مرکز واکسیناسیون جهاددانشگاهی علوم پزشکی تهران خبر داد و گفت: همه مراکزجهاد د انشگاخی برای پیشبرد و تسریع در امر…  ,education
 فرمانده ستاد عملیات مدیریت بیماری کرونا در کلان شهر تهران گفت: در تعطیلات ۶ روزه اخیر به طور متوسط ۴۲ تا ۴۵ درصد کاهش ترددهای استانی را در مقایسه با مدت مشابه…  ,education
 متخصص تغذیه دانشگاه علوم پزشکی شهیدبهشتی با اشاره به اینکه پس از رسیدن به وزن مطلوب، یکی از سخت‌ترین کارها تثبیت وزن است، گفت: برای حفظ وزن ایده‌آل در طول رژیم،…  ,education
 فرمانده ستاد عملیات مدیریت کرونا در کلان شهر تهران گفت: کشور از جمله تهران در خیز پنجم، همچنان در تب و تاب بیماری کرونا است.  ,education
 وزیر آموزش عالی روسیه اعلام کرد: به همراه وزارت خارجه از ستاد مبارزه با کرونا در مسکو درخواست کرده اند که دانشجویان خارجی از همه کشورها صرف نظر از وضعیت ویروس…  ,education
 قطعه‌سازی به عنوان یکی از کاربردی‌ترین بخش‌های صنعت هوایی با حمایت معاونت علمی و فناوری ریاست جمهوری شبکه سازی شده و بومی‌سازی رونق می گیرد.  ,education
 با وجود مخالفت های گسترده دانشجویان با برگزاری آزمون حضوری جامع دکتری به دلیل شیوع ویروس کرونا، سخنگوی دانشگاه آزاد، از برگزاری آزمون جامع دکتری در تاریخ مقرر…  ,education
 نتیجه نهایی آزمون وکالت ۹۹ پایان هفته جاری از درگاه الکترونیکی سازمان سنجش آموزش کشور اعلام می شود.  ,education
 سازمان سنجش آموزش کشور از برگزاری آزمون زبان تولیمو در روز ۱۶ شهریورماه خبر داد.  ,education
 آخرین فرصت داوطلبان ورود به دانشگاه ها برای پذیرش بدون آزمون؛ روز جمعه پنج شهریورماه در درگاه الکترونیکی سازمان سنجش آموزش کشور به پایان می رسد.  ,education
 عضو تیم تخصصی مرکز درمان ناباروری ابن‌سینا گفت: یائسگی زودرس علایمی همچون یائسگی طبیعی دارد، فقط زودتر از سن معمول اتفاق می‌افتد، زنان باید به دقت مراقب علایم…  ,education
 یک شرکت دانش بنیان با حمایت صندوق نوآوری و شکوفایی، موفق به تولید سیستم‌های تصفیه پساب صنعتی و شیرابه‌ زباله به روش بیوفیلتر در ایران شد.  ,education
 سخنگوی سازمان سنجش آموزش کشور گفت: نتیجه پذیرش های با آزمون و بدون آزمون کاردانی نظام جدید و کارشناسی ناپیوسته سال ۱۴۰۰ در آخر شهریورماه منتشر می شود.  ,education
 دومین کارگاه تخصصی درحوزه دانش اعتیاد میان اساتید و محققان ایران وچین با همکاری ستاد توسعه علوم وفن آوری های شناختی با هدف بسترسازی و گسترش همکاری های پژوهشی…  ,education
 دستورالعمل «تقویم آموزشی سال تحصیلی ۱۴۰۱-۱۴۰۰ برای دانشجویان رشته‌های غیرپزشکی و گروه علوم پزشکی» ابلاغ شد.  ,education
 معاون عمرانی و طرح‌های زیربنایی بنیاد برکت ستاد اجرایی فرمان امام گفت: تعداد مساجد و مراکز فرهنگی مذهبی ساخته شده توسط این بنیاد در مناطق محروم، تا پایان امسال…  ,education
 معاون فرهنگی جهاددانشگاهی با اشاره به بودجه های فرهنگی پنهان،‌ گفت: فعالیت‌های فرهنگی باید کمترین موازی‌کاری را داشته باشند و بودجه در اختیار نهادهای رسمی باشد؛…  ,education
 معاونت علمی و فناوری ریاست جمهوری، سعی دارد با ایجاد هماهنگی، هم‌افزایی و یافتن حلقه‌های مفقوده بین نهادهای علمی، فناوری، اقتصادی و فرهنگی فعال کشور به روند…  ,education
 دبیر شورای عالی انقلاب فرهنگی با صدور پیامی، درگذشت آیت الله فقیه ایمانی را تسلیت گفت.  ,education
 برگزیدگان پنجمین دوره انتخاب چهره تاثیرگذار بر توسعه بیوتکنولوژی و دانشور جوان برتر بیوتکنولوژی کشور، همزمان با افتتاحیه چهارمین همایش بین‌المللی و دوازدهمین…  ,education
 فهرست اسامی معرفی شدگان‌ چند برابر ظرفیت رشته‌های دارای شرایط خاص آزمون سراسری سال ۱۴۰۰ در درگاه اطلاع رسانی سازمان سنجش آموزش کشور منتشر شد.  ,education
 وزیر علوم، تحقیقات و فناوری، درگذشت دکتر احمد گلمحمدی عضو هیأت علمی دانشگاه علامه طباطبایی را تسلیت گفت.  ,education
 فرصت ثبت نام، ویرایش و تکمیل مدارک در سی و پنجمین آزمون دستیاری تخصصی دندانپزشکی برای آخرین مرتبه تمدید شد.  ,education
 دانشیار دانشکده مهندسی نقشه‌برداری و اطلاعات مکانی، پردیس دانشکده‌های فنی دانشگاه تهران از به سرانجام رسیدن نرم‌افزار پایش سطح زیرکشت محصول استراتژیک برنج و…  ,education
 مهلت انتخاب رشته متقاضیان رشته‌های با آزمون دانشگاه آزاد اسلامی شرکت کننده در آزمون سراسری سال ۱۴۰۰ و رشته های بدون آزمون ویژه استعدادهای درخشان تا روز پنجم…  ,education
